Protein Accession ID,Protein Name and Description,Alignment Length,Start Query,End Query,Start Hit,End Hit,Identity
UYV70805,"gb|UYV70805.1| hypothetical protein LAZ67_8000693, partial [Cordylochernes scorpioides]",303,28,329,1,302,122
UYV70805,"gb|UYV70805.1| hypothetical protein LAZ67_8000693, partial [Cordylochernes scorpioides]",289,3,287,287,574,116
XP_020294985,ref|XP_020294985.1| histone-lysine N-methyltransferase SETMAR-like [Pseudomyrmex gracilis],337,14,349,14,340,113
GFT07871,dbj|GFT07871.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],301,52,351,341,640,130
GFW06318,dbj|GFW06318.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],350,1,349,1,337,118
UYV71334,gb|UYV71334.1| hypothetical protein LAZ67_8002674 [Cordylochernes scorpioides],354,6,350,1,350,116
CAH2011689,emb|CAH2011689.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1640484.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],351,1,351,3,343,108
KFD66295,gb|KFD66295.1| hypothetical protein M514_21582 [Trichuris suis],325,1,325,29,353,180
UYV73875,gb|UYV73875.1| hypothetical protein LAZ67_11001236 [Cordylochernes scorpioides],284,6,288,1,283,121
CAF1418968,emb|CAF1418968.1| unnamed protein product [Adineta ricciae] >emb|CAF1596744.1| unnamed protein product [Adineta ricciae],352,1,351,3,354,125
KFD64278,gb|KFD64278.1| hypothetical protein M514_12721 [Trichuris suis],325,23,347,348,670,139
XP_029171593,ref|XP_029171593.1| histone-lysine N-methyltransferase SETMAR-like [Nylanderia fulva],350,1,349,1,340,120
UYV65545,gb|UYV65545.1| hypothetical protein LAZ67_3004659 [Cordylochernes scorpioides],292,49,339,1,291,117
XP_029044179,ref|XP_029044179.2| histone-lysine N-methyltransferase SETMAR-like [Osmia bicornis bicornis],352,1,351,1,351,126
XP_045500072,ref|XP_045500072.1| histone-lysine N-methyltransferase SETMAR-like [Colias croceus],339,3,341,1,323,138
KAJ4426424,gb|KAJ4426424.1| hypothetical protein ANN_27238 [Periplaneta americana],351,2,351,78,391,132
XP_049271908,ref|XP_049271908.1| histone-lysine N-methyltransferase SETMAR-like [Rhipicephalus sanguineus],349,3,350,2,315,121
KAK3791386,gb|KAK3791386.1| hypothetical protein RRG08_012568 [Elysia crispata],353,2,351,5,351,130
UYV70801,gb|UYV70801.1| hypothetical protein LAZ67_8000674 [Cordylochernes scorpioides],313,28,339,1,312,117
UYV70801,gb|UYV70801.1| hypothetical protein LAZ67_8000674 [Cordylochernes scorpioides],183,6,188,352,533,69
KAI6657081,gb|KAI6657081.1| Transposase [Oopsacas minuta],350,2,350,3,352,115
GFO24736,dbj|GFO24736.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],306,6,292,76,381,118
UYV76189,gb|UYV76189.1| hypothetical protein LAZ67_13002976 [Cordylochernes scorpioides],303,50,351,147,448,112
GFV14250,dbj|GFV14250.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],319,8,325,7,324,120
XP_018352208,ref|XP_018352208.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Trachymyrmex septentrionalis] >ref|XP_018352209.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Trachymyrmex septentrionalis],352,1,349,1,340,118
GFO10468,dbj|GFO10468.1| transposase [Plakobranchus ocellatus],353,2,351,5,354,126
KAJ4438326,gb|KAJ4438326.1| hypothetical protein ANN_14268 [Periplaneta americana],351,2,350,3029,3348,138
UYV75022,gb|UYV75022.1| hypothetical protein LAZ67_12002126 [Cordylochernes scorpioides],300,2,298,150,449,131
UYV66214,gb|UYV66214.1| hypothetical protein LAZ67_4000801 [Cordylochernes scorpioides],344,8,350,4,346,132
XP_054720582,ref|XP_054720582.1| protein GVQW3-like [Uloborus diversus],313,6,317,5,313,125
KAG7313513,gb|KAG7313513.1| hypothetical protein JYU34_000653 [Plutella xylostella],351,1,351,1,349,114
XP_004929416,ref|XP_004929416.2| mariner Mos1 transposase [Bombyx mori],343,1,343,1,341,118
UYV63933,gb|UYV63933.1| hypothetical protein LAZ67_2006053 [Cordylochernes scorpioides],300,52,350,393,685,120
KAH0816471,gb|KAH0816471.1| hypothetical protein GEV33_006320 [Tenebrio molitor],323,5,327,3,295,136
UYV71654,gb|UYV71654.1| hypothetical protein LAZ67_8004008 [Cordylochernes scorpioides],347,1,346,54,377,119
XP_035229797,ref|XP_035229797.1| histone-lysine N-methyltransferase SETMAR-like [Stegodyphus dumicola],324,28,350,1,323,130
UYV64811,gb|UYV64811.1| K02A2.6-like [Cordylochernes scorpioides],348,6,350,1,327,120
UYV60767,"gb|UYV60767.1| daf-6, partial [Cordylochernes scorpioides]",283,6,287,1,282,120
GFR99585,dbj|GFR99585.1| transposase [Elysia marginata],326,29,351,1,322,126
ABQ88321,gb|ABQ88321.1| transposase [synthetic construct],351,1,350,3,343,111
KAL0901883,gb|KAL0901883.1| hypothetical protein ABMA27_007038 [Loxostege sticticalis],347,5,351,3,319,143
UYV80004,gb|UYV80004.1| hypothetical protein LAZ67_18001376 [Cordylochernes scorpioides],319,5,314,38,354,125
UYV80004,gb|UYV80004.1| hypothetical protein LAZ67_18001376 [Cordylochernes scorpioides],225,5,229,336,559,91
XP_029164974,ref|XP_029164974.1| histone-lysine N-methyltransferase SETMAR-like [Nylanderia fulva],350,1,349,1,340,121
KAJ4435632,"gb|KAJ4435632.1| hypothetical protein ANN_18248, partial [Periplaneta americana]",328,3,329,148,471,127
KAL0860950,gb|KAL0860950.1| hypothetical protein ABMA27_009481 [Loxostege sticticalis],310,42,351,1,302,137
GFT21382,dbj|GFT21382.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],336,3,337,8,315,121
KAG7196896,gb|KAG7196896.1| hypothetical protein KM043_015798 [Ampulex compressa],350,1,349,1,340,118
GFW19058,dbj|GFW19058.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],310,38,346,1,309,131
BAP05474,dbj|BAP05474.1| transposase [Cyphononyx dorsalis],350,1,349,1,340,116
QXJ78552,gb|QXJ78552.1| putative DD34D transposase [Schlechtendalia chinensis],345,6,350,5,347,118
CAF4421014,emb|CAF4421014.1| unnamed protein product [Rotaria sp. Silwood2],351,1,350,1,348,117
XP_054713643,ref|XP_054713643.1| histone-lysine N-methyltransferase SETMAR-like [Uloborus diversus],327,28,350,1,325,120
CAK1598793,emb|CAK1598793.1| unnamed protein product [Parnassius mnemosyne],269,83,351,1,269,126
GFU89680,dbj|GFU89680.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],317,2,317,7,322,127
GFO03520,dbj|GFO03520.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],309,4,292,9,317,118
XP_018302593,ref|XP_018302593.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Trachymyrmex zeteki] >ref|XP_018302594.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Trachymyrmex zeteki],350,1,349,1,340,114
GFT59281,dbj|GFT59281.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],308,45,351,19,324,128
APL98298,gb|APL98298.1| putative DD34D transposase [Bactrocera tryoni],350,1,349,1,340,115
XP_048253216,ref|XP_048253216.1| histone-lysine N-methyltransferase SETMAR-like [Haliotis rufescens],349,3,351,10,320,135
UYV62600,gb|UYV62600.1| GPD2 [Cordylochernes scorpioides],352,1,351,644,955,115
CAK1578592,emb|CAK1578592.1| unnamed protein product [Parnassius mnemosyne],351,1,351,1,347,119
EYB92684,gb|EYB92684.1| hypothetical protein Y032_0191g1317 [Ancylostoma ceylanicum],345,5,349,301,627,127
CAK1579335,emb|CAK1579335.1| unnamed protein product [Parnassius mnemosyne],342,3,341,1,342,135
XP_062609198,ref|XP_062609198.1| histone-lysine N-methyltransferase SETMAR-like [Saccostrea cucullata],346,6,350,9,354,120
MCG8044068,gb|MCG8044068.1| hypothetical protein [Candidatus Thiodiazotropha taylori],330,23,351,2,331,131
GBN56229,dbj|GBN56229.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus],326,29,351,1,325,127
KAJ4435712,gb|KAJ4435712.1| hypothetical protein ANN_18328 [Periplaneta americana],333,9,340,2,322,125
KAJ4435424,gb|KAJ4435424.1| hypothetical protein ANN_18039 [Periplaneta americana],301,53,351,113,411,130
UYV85093,gb|UYV85093.1| FHDC1 [Cordylochernes scorpioides],347,5,350,1187,1487,118
KAF6338233,gb|KAF6338233.1| hypothetical protein mPipKuh1_007958 [Pipistrellus kuhlii],350,1,349,1,340,116
CAF2611090,emb|CAF2611090.1| unnamed protein product [Rotaria sp. Silwood2] >emb|CAF2735625.1| unnamed protein product [Rotaria sp. Silwood2] >emb|CAF3181053.1| unnamed protein product [Rotaria sp. Silwood2] >emb|CAF3950428.1| unnamed protein product [Rotaria sp. Silwood2] >emb|CAF4694734.1| unnamed protein product [Rotaria sp. Silwood2],351,1,350,1,346,114
UYV79263,gb|UYV79263.1| K02A2.6-like [Cordylochernes scorpioides],347,6,351,1,305,123
CAF2935940,emb|CAF2935940.1| unnamed protein product [Rotaria sp. Silwood2] >emb|CAF2974048.1| unnamed protein product [Rotaria sp. Silwood2] >emb|CAF3405481.1| unnamed protein product [Rotaria sp. Silwood2] >emb|CAF4351798.1| unnamed protein product [Rotaria sp. Silwood2] >emb|CAF4602028.1| unnamed protein product [Rotaria sp. Silwood2],347,5,350,3,346,132
GFR65348,dbj|GFR65348.1| transposase [Elysia marginata],329,6,329,11,335,128
UYV79830,gb|UYV79830.1| hypothetical protein LAZ67_18000853 [Cordylochernes scorpioides],301,5,304,1231,1530,127
GBN81084,dbj|GBN81084.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus] >dbj|GBN81091.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus],321,31,350,4,323,126
GBM75823,dbj|GBM75823.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus],350,2,349,7,346,129
CAH1257192,emb|CAH1257192.1| SETMAR [Branchiostoma lanceolatum],323,29,351,1,290,126
KAJ4439236,gb|KAJ4439236.1| hypothetical protein ANN_07356 [Periplaneta americana],327,2,326,523,840,128
XP_018344292,ref|XP_018344292.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Trachymyrmex septentrionalis],336,15,349,3,328,116
UYV81744,"gb|UYV81744.1| hypothetical protein LAZ67_20002183, partial [Cordylochernes scorpioides]",346,6,351,1,324,117
UYV81744,"gb|UYV81744.1| hypothetical protein LAZ67_20002183, partial [Cordylochernes scorpioides]",135,205,339,328,430,31
CAF1081443,emb|CAF1081443.1| unnamed protein product [Rotaria sordida] >emb|CAF1118738.1| unnamed protein product [Rotaria sordida] >emb|CAF1344312.1| unnamed protein product [Rotaria sordida],351,1,350,1,346,112
XP_018404102,ref|XP_018404102.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Cyphomyrmex costatus],356,1,349,1,346,116
KAG9434706,gb|KAG9434706.1| Ammar1 transposase [Apis mellifera carnica],350,1,349,1,340,116
CAF4935532,emb|CAF4935532.1| unnamed protein product [Pieris macdunnoughi],349,3,351,1,310,127
CAK1591107,emb|CAK1591107.1| unnamed protein product [Parnassius mnemosyne],309,6,313,5,312,117
GFV16845,dbj|GFV16845.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],293,3,294,8,299,127
UYV65927,"gb|UYV65927.1| hypothetical protein LAZ67_3005901, partial [Cordylochernes scorpioides]",325,25,345,261,585,129
UYV65927,"gb|UYV65927.1| hypothetical protein LAZ67_3005901, partial [Cordylochernes scorpioides]",293,57,345,1,265,105
UYV77797,gb|UYV77797.1| hypothetical protein LAZ67_15002329 [Cordylochernes scorpioides],314,28,340,1,297,119
UYV77797,gb|UYV77797.1| hypothetical protein LAZ67_15002329 [Cordylochernes scorpioides],192,8,199,296,476,64
UYV76739,gb|UYV76739.1| hypothetical protein LAZ67_14001920 [Cordylochernes scorpioides],295,5,295,168,458,121
KMQ84067,gb|KMQ84067.1| mariner transposase [Lasius niger],294,3,296,1,294,128
XP_045445330,ref|XP_045445330.1| histone-lysine N-methyltransferase SETMAR-like [Melitaea cinxia],305,3,295,1,305,129
PNF30174,gb|PNF30174.1| hypothetical protein B7P43_G18398 [Cryptotermes secundus],314,8,320,5,314,117
CAH1995837,emb|CAH1995837.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1636124.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],351,1,351,1,319,107
RUS78489,gb|RUS78489.1| hypothetical protein EGW08_013736 [Elysia chlorotica],313,29,341,1,312,135
UYV78701,gb|UYV78701.1| SLIT2 [Cordylochernes scorpioides],306,12,316,144,446,118
BAP05480,dbj|BAP05480.1| transposase [Polistes formosanus],350,1,349,1,340,113
KAJ4428773,gb|KAJ4428773.1| hypothetical protein ANN_25766 [Periplaneta americana],292,2,291,229,519,126
KAI6659849,gb|KAI6659849.1| Transposase [Oopsacas minuta],350,2,350,3,352,111
KAK3705537,gb|KAK3705537.1| hypothetical protein RRG08_041411 [Elysia crispata],324,2,324,13,336,120
KAI6661796,gb|KAI6661796.1| Histone-lysine N-methyltransferase SETMAR-like [Oopsacas minuta],352,2,351,11,362,116
UYV80513,gb|UYV80513.1| hypothetical protein LAZ67_19000396 [Cordylochernes scorpioides],346,6,350,1,314,112
UYV80513,gb|UYV80513.1| hypothetical protein LAZ67_19000396 [Cordylochernes scorpioides],126,54,179,321,445,47
UYV70135,gb|UYV70135.1| hypothetical protein LAZ67_7001931 [Cordylochernes scorpioides],352,6,350,1,323,121
GFO22863,dbj|GFO22863.1| transposase [Plakobranchus ocellatus],366,5,351,10,332,122
KAG5325170,"gb|KAG5325170.1| SETMR methyltransferase, partial [Pseudoatta argentina]",354,2,351,7,327,134
XP_023230347,ref|XP_023230347.1| histone-lysine N-methyltransferase SETMAR-like [Centruroides sculpturatus] >ref|XP_023234295.1| histone-lysine N-methyltransferase SETMAR-like [Centruroides sculpturatus] >ref|XP_023238231.1| histone-lysine N-methyltransferase SETMAR-like [Centruroides sculpturatus] >ref|XP_023241334.1| histone-lysine N-methyltransferase SETMAR-like [Centruroides sculpturatus],349,1,348,1,339,111
QQP40773,gb|QQP40773.1| Putative mariner transposase [Caligus rogercresseyi],305,3,307,1,305,128
VVC29218,"emb|VVC29218.1| Transposase, type 1,Winged helix-turn-helix DNA-binding domain,Transcription regulator IclR, N-terminal [Cinara cedri]",347,6,350,21,367,122
KAK3798348,gb|KAK3798348.1| hypothetical protein RRG08_063361 [Elysia crispata],348,2,346,5,349,128
VVC25866,"emb|VVC25866.1| Transposase, type 1 [Cinara cedri]",321,7,326,6,322,114
CAF2997199,emb|CAF2997199.1| unnamed protein product [Rotaria sp. Silwood2] >emb|CAF4659488.1| unnamed protein product [Rotaria sp. Silwood2],347,5,350,3,346,132
UYV75519,gb|UYV75519.1| hypothetical protein LAZ67_13000470 [Cordylochernes scorpioides],351,2,348,350,668,128
GFX84879,dbj|GFX84879.1| mariner Mos1 transposase [Trichonephila clavipes],284,2,284,42,323,117
KAJ4429271,gb|KAJ4429271.1| hypothetical protein ANN_26274 [Periplaneta americana],352,2,351,253,586,137
UYV60110,gb|UYV60110.1| hypothetical protein LAZ67_1000019 [Cordylochernes scorpioides],336,6,340,1,309,121
GFS01722,dbj|GFS01722.1| histone-lysine n-methyltransferase setmar-like protein [Elysia marginata],350,2,350,13,354,122
UYV65340,gb|UYV65340.1| hypothetical protein LAZ67_3004001 [Cordylochernes scorpioides],345,2,345,7,338,115
UYV65340,gb|UYV65340.1| hypothetical protein LAZ67_3004001 [Cordylochernes scorpioides],63,88,150,434,496,17
KAJ4435469,"gb|KAJ4435469.1| hypothetical protein ANN_18085, partial [Periplaneta americana]",345,2,344,893,1212,131
KAJ4435469,"gb|KAJ4435469.1| hypothetical protein ANN_18085, partial [Periplaneta americana]",48,295,342,569,616,19
UYV73362,gb|UYV73362.1| hypothetical protein LAZ67_10002856 [Cordylochernes scorpioides],304,48,351,291,592,118
UYV76064,gb|UYV76064.1| ITSN1 [Cordylochernes scorpioides],289,28,315,1,288,118
KFM77481,"gb|KFM77481.1| Histone-lysine N-methyltransferase SETMAR, partial [Stegodyphus mimosarum]",294,38,330,1,293,123
GFO26009,dbj|GFO26009.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],323,4,307,9,331,125
GFU41928,dbj|GFU41928.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],325,5,322,3,327,127
UYV84371,gb|UYV84371.1| hypothetical protein LAZ67_X001959 [Cordylochernes scorpioides],330,1,326,6,335,122
UYV84371,gb|UYV84371.1| hypothetical protein LAZ67_X001959 [Cordylochernes scorpioides],127,208,333,336,462,49
GBN56180,dbj|GBN56180.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus] >dbj|GBN57001.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus] >dbj|GBN57007.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus],326,29,351,1,325,126
XP_043291414,ref|XP_043291414.1| zinc finger protein 90 homolog isoform X2 [Cervus canadensis],350,1,349,50,389,115
GFW95553,dbj|GFW95553.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],350,3,351,8,319,117
CAK1584365,emb|CAK1584365.1| unnamed protein product [Parnassius mnemosyne],309,6,313,5,312,115
XP_037892722,ref|XP_037892722.1| histone-lysine N-methyltransferase SETMAR-like [Glossina fuscipes],347,5,351,3,342,139
KAF0708055,"gb|KAF0708055.1| protein GVQW3-like, partial [Aphis craccivora]",346,6,350,5,298,104
KFM58918,"gb|KFM58918.1| Histone-lysine N-methyltransferase SETMAR, partial [Stegodyphus mimosarum]",299,54,351,16,313,121
GFN74667,dbj|GFN74667.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],333,38,351,1,316,114
CAI6343995,emb|CAI6343995.1| unnamed protein product [Macrosiphum euphorbiae],288,7,293,6,292,119
GFO32022,dbj|GFO32022.1| transposase [Plakobranchus ocellatus],353,2,351,5,354,127
KAK3717720,gb|KAK3717720.1| hypothetical protein RRG08_065453 [Elysia crispata],334,2,334,13,346,123
GFS06464,dbj|GFS06464.1| transposase [Elysia marginata],338,18,351,60,395,128
UYV63907,gb|UYV63907.1| hypothetical protein LAZ67_2005934 [Cordylochernes scorpioides],341,1,337,6,330,120
UYV77151,gb|UYV77151.1| hypothetical protein LAZ67_14003451 [Cordylochernes scorpioides],319,5,322,17,302,118
GFU62601,dbj|GFU62601.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],351,2,351,63,381,128
KAF6198043,gb|KAF6198043.1| hypothetical protein GE061_007789 [Apolygus lucorum],303,49,351,370,672,126
XP_011166492,ref|XP_011166492.1| histone-lysine N-methyltransferase SETMAR-like [Solenopsis invicta],346,6,350,1,345,110
UYV73920,gb|UYV73920.1| hypothetical protein LAZ67_11001446 [Cordylochernes scorpioides],286,66,350,27,311,110
CAG5053735,emb|CAG5053735.1| unnamed protein product [Parnassius apollo],269,83,351,1,269,125
GBN49171,dbj|GBN49171.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus],346,9,351,2,345,126
XP_029174053,ref|XP_029174053.1| histone-lysine N-methyltransferase SETMAR-like [Nylanderia fulva],315,7,321,5,319,138
AAC52010,gb|AAC52010.1| mariner transposase [Homo sapiens],351,1,350,3,343,110
XP_013164449,ref|XP_013164449.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Papilio xuthus],307,23,329,4,310,126
XP_025269942,ref|XP_025269942.1| histone-lysine N-methyltransferase SETMAR-like [Camponotus floridanus],350,1,349,1,341,121
EYB92686,gb|EYB92686.1| hypothetical protein Y032_0191g1317 [Ancylostoma ceylanicum],345,5,349,301,626,125
TND00015,gb|TND00015.1| MAG: mariner transposase [Bacteroidota bacterium],324,29,351,1,324,123
GFV53031,dbj|GFV53031.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],306,47,351,4,308,124
GFU53119,dbj|GFU53119.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],327,2,328,7,331,124
UYV60772,gb|UYV60772.1| hypothetical protein LAZ67_1002251 [Cordylochernes scorpioides],311,6,315,1,283,124
UYV77919,gb|UYV77919.1| hypothetical protein LAZ67_15002845 [Cordylochernes scorpioides],304,28,322,1,303,120
UYV77919,gb|UYV77919.1| hypothetical protein LAZ67_15002845 [Cordylochernes scorpioides],83,60,142,278,357,27
